,Name,Coordinates,Address,City,Postal,Province,In Peel,Website,Email,Phone,Citizen test preparation,Help with daily life,Refugee services,Job language training,Job search support,LGBT services,Language assessment,Language training,Other services,Senior services,Women services,Youth services
115,"Canadian Centre for Language and Cultural Studies, Inc.","(43.782763, -79.416864)","5734 Yonge Street, 2nd Floor",Toronto,M2M 4E7,Ontario,no,http://www.cclcs.ca/,,416-223-6613,no,no,no,no,no,no,no,yes,yes,no,no,no
116,"Canadian Centre for Language and Cultural Studies, Inc.","(43.665236, -79.412368)","635 Markham Street, 2nd Floor",Toronto,M6G 2M1,Ontario,no,http://www.cclcs.ca/,,416-588-3900,no,no,no,no,no,no,no,yes,no,no,no,no
117,Canadian Centre for Victims of Torture,"(43.726506, -79.30272)",1527 Victoria Park Avenue East,Toronto,M1L 2T3,Ontario,no,http://www.ccvt.org,,416-750-9600,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes
118,Canadian Centre for Victims of Torture,"(43.656578, -79.374662)","194 Jarvis Street, 12th Floor",Toronto,M5B 2B7,Ontario,no,http://www.ccvt.org,,416-363-1066,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes
119,Canadian Centre for Victims of Torture,"(43.731594, -79.268422)","2401 Eglinton Avenue East, Unit 310",Toronto,M1K 2N8,Ontario,no,http://www.ccvt.org,,416-750-3045,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes
120,Canadian Mental Health Association ,"(44.056637, -79.426848)",1101 Nicholson Rd Unit 5,Newmarket,L3Y9C3,Ontario,no,https://cmha-yr.on.ca/,yorkregion@cmha-yr.on.ca,905-841-3977,no,yes,yes,no,no,no,no,no,yes,no,no,no
121,Canadian Mothercraft Society,"(43.68228, -79.424479)",646 St.Clair Avenue West,Toronto,M6C 1A9 ,Ontario,no,http://www.mothercraft.ca/,,416-483-0511,no,yes,no,yes,yes,no,no,yes,no,no,no,no
122,Canadian Tourism Human Resource Council,"(45.420886, -75.700793)",4-71 Bank Street,Ottawa,K1P 5N2,Ontario,no,http://tourismhr.ca,info@tourismhr.ca,613-231-6949,no,no,no,no,yes,no,no,no,no,no,no,no
123,Canadian Ukrainian Immigrant Aid Society,"(43.649576, -79.482213)","2383 Bloor Street, 2nd Floor",Toronto,M6S 1P6 ,Ontario,no,http://www.cuias.org/,cuias@cuias.org,416-767-4595,no,yes,no,no,no,no,no,yes,no,no,no,no
124,Canadian Ukrainian Immigrant Aid Society,"(43.774038, -79.445136)","540 Finch Avenue West, Unit 131",Toronto,M2R 1N7 ,Ontario,no,http://www.cuias.org/,cuias@cuias.org,416-225-0511,no,yes,no,no,no,no,no,no,no,no,no,no
125,Canus Trading Ltd.,"(49.136023, -122.843083)",202 - 7337 137 St.,Surrey,V3W 1A4,British Columbia,no,,,604-507-4150,no,no,no,no,no,no,yes,no,no,no,no,no
126,Canus Trading Ltd.,"(49.136023, -122.843083)",202 - 7337 137th Street,Surrey,V3W 1A6 ,British Columbia,no,,,604-507-4150,no,no,no,no,no,no,yes,no,no,no,no,no
127,Canus Trading Ltd.,"(49.282437, -123.070175)",208 – 2525 Commercial Drive,Vancouver,V5N 4C1,British Columbia,no,,,604-876-5756,no,no,no,no,no,no,yes,no,no,no,no,no
128,Cape Breton Regional Library,"(46.13565, -60.19341)",50 Falmouth Street,Sydney,B1P 6X9,Nova Scotia,no,https://cbrl.ca/,info@cbrl.ca,902-562-3279,no,no,no,no,no,no,no,no,yes,no,no,no
129,Capilano University: Pemberton Welcome Centre,"(50.31889, -122.8050568)",7390A Cottonwood Street,Pemberton,V0N 2L1,British Columbia,no,https://www.welcomewhistler.com,info@welcomepemberton.ca,604-698-5960,yes,yes,yes,no,yes,no,no,yes,no,no,no,no
130,Capilano University: Squamish Welcome Centre,"(49.699025, -123.153508)",38027 Cleveland Ave.,Squamish,V8B 0B8,British Columbia,no,https://seatoskycommunity.org,,604-567-2222,yes,yes,yes,no,yes,no,no,yes,no,no,no,no
131,Capilano University: Sunshine Coast Welcoming Communities,"(49.475963, -123.756419)",5627 Inlet Avenue,Sechelt,V0N 3A0,British Columbia,no,https://www.welcoming-communities.ca/,info@welcoming-communities.ca,604-212-2716,yes,yes,no,no,yes,no,no,yes,no,no,no,no
132,Capilano University: Whistler Welcome Centre,"(50.117393, -122.956432)",4329 Main Street,Whistler,V8E 1B2,British Columbia,no,https://www.welcomewhistler.com,,604-698-5960,yes,yes,yes,no,yes,no,no,yes,no,no,no,no
133,Cariboo Chilcotin Partners for Literacy Society,"(51.646133, -121.295076)","#100 – 475 Birch Avenue, P.O. Box 1067",100 Mile House,V0K2E0,British Columbia,no,http://www.caribooliteracy.com,,250-395-0655,no,yes,no,no,no,no,no,no,no,no,no,no
134,Cariboo Chilcotin Partners for Literacy Society,"(52.132491, -122.146784)",118 C 1st Ave North,WILLIAMS LAKE,V2G1Y8,British Columbia,no,http://www.caribooliteracy.com,,250-392-7833,no,yes,no,no,no,no,yes,yes,no,no,no,no
135,Carizon Family and Community Services,"(43.445667, -80.493962)",400 Queen Street South,Kitchener,N2G 1W7,Ontario,no,http://www.carizon.ca,,519-743-6333,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes
136,Carlton Trail College,"(52.202293, -105.13639)","611- 17th Street, Box 720",Humboldt,S0K 2A0,Saskatchewan,no,http://www.carltontrailcollege.com/,information@carltontrailcollege.com,306-682-2623,no,no,no,no,no,no,yes,yes,no,no,no,no
137,Carrefour Nunavut,"(63.74944, -68.521857)","Bldg, 723, P.O. Box 909",Iqaluit,X0A0H0,Nunavut,no,http://www.carrefournunavut.ca,info@carrefournunavut.ca,867-979-2800,no,yes,no,no,no,no,yes,yes,yes,no,yes,yes
138,Catholic Centre for Immigrants,"(45.4115, -75.690979)","219 Argyle Avenue, Suite 500",Ottawa,K2P 2H4,Ontario,no,,,613-232-9634,no,yes,yes,no,yes,no,no,no,no,no,no,yes
139,Catholic Centre for Immigrants- Reception House,"(45.435949, -75.692561)",204 Boteler Street,Ottawa,K1N 5A7,Ontario,no,,,613-232-9634,no,yes,yes,no,no,no,no,no,no,no,no,no
140,Catholic Community Services of York Region,"(43.870401, -79.438755)",1 Atkinson Street,Richmond Hill,L4C 0H5,Ontario,no,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,yes,no,no,no,no,no,no,no,no,no,no
141,Catholic Community Services of York Region,"(44.034409, -79.474827)","16655 Yonge Street, Unit 26",Markham,L3X 1V6,Ontario,no,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,yes,no,no,yes,no,no,no,yes,no,no,no
142,Catholic Community Services of York Region,"(43.878442, -79.437318)",21 Dunlop Street,Richmond Hill,L4C 2M6,Ontario,no,http://www.ccsyr.org,counselling@ccsyr.org,905-770-7040,no,yes,yes,no,no,yes,no,no,no,yes,no,yes
143,Catholic Community Services of York Region,"(43.962166, -79.469207)",320 Bloomington Road West,Aurora,L4G 0M1,Ontario,no,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,yes,no,no,no,no,no,no,no,no,no,yes
144,Catholic Community Services of York Region,"(43.801272, -79.469524)",475 Brownridge Drive,Thornhill,L4J 5Y6,Ontario,no,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,no,no,no,yes,no,no,no,yes,no,no,no
145,Catholic Community Services of York Region,"(43.999719, -79.471311)","60 Wellington Street West, Box 40",Aurora,L4G 2V3,Ontario,no,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,no,no,no,yes,no,no,no,yes,no,no,no
146,Catholic Community Services of York Region,"(43.831563, -79.30754)",7220 Kennedy Road,Markham,L3R 4N7,Ontario,no,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,yes,no,no,yes,no,no,no,no,no,no,no
147,Catholic Community Services of York Region,"(43.847294, -79.357351)","8400 Woodbine Avenue, Suite 102-103",Markham,L3R 4N7,Ontario,no,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,yes,no,no,no,no,no,no,no,no,no,no
148,Catholic Community Services of York Region,"(43.856619, -79.429301)",9325 Yonge Street,Richmond Hill,L4C 0A8,Ontario,no,http://www.welcomecentre.ca,inp@ccsyr.org,1-877-761-1155,no,no,no,no,yes,no,no,no,no,no,no,no
149,Catholic Community Services of York Region,"(43.887476, -79.330949)","Angus Glen Library, 3990 Major Mackenzie Drive East",Markham,L6P 1P8,Ontario,yes,http://www.welcomecentre.ca,info@welcomecentre.ca,1-877-761-1155,no,no,no,no,yes,no,no,no,no,no,no,no
150,Catholic Crosscultural Services,"(43.794056, -79.23437)","1081 Progress Ave, Burrows Hall Library",Toronto,M1B 5Z6,Ontario,no,http://www.cathcrosscultural.org/,,416-396-8742,no,yes,no,no,no,no,no,no,yes,no,no,no
151,Catholic Crosscultural Services,"(43.776619, -79.232121)","1200 Markham Road, Suite 503",Toronto,M1H 3C3,Ontario,no,http://www.cathcrosscultural.org/,,416-289-6766,yes,yes,no,yes,no,yes,no,yes,no,no,no,no
152,Catholic Crosscultural Services,"(43.593892, -79.629426)",1477 Mississauga Valley Blvd,Mississauga,L5A 3Y4,Ontario,yes,http://www.cathcrosscultural.org/,,905-232-7010,no,yes,no,no,yes,no,no,yes,no,no,no,no
153,Catholic Crosscultural Services,"(43.692549, -79.753222)",164 Queen Street East,Brampton,L6V 1B4,Ontario,yes,http://www.cathcrosscultural.org/,,905-457-7740,no,yes,no,no,yes,no,no,yes,no,no,yes,no
154,Catholic Crosscultural Services,"(43.73069, -79.279712)","2206 Eglinton Avenue East, Suite 124",Toronto,M1L 4S7,Ontario,no,http://www.cathcrosscultural.org/,,416-759-8800,yes,yes,no,yes,no,no,no,yes,no,no,no,no
155,Catholic Crosscultural Services,"(43.743633, -79.214605)","3227 Eglinton Avenue East, Suite 135",Toronto,M1J 3M5,Ontario,no,http://www.cathcrosscultural.org/,,416-266-7200,yes,yes,no,no,no,no,no,no,no,no,yes,no
156,Catholic Crosscultural Services,"(43.592123, -79.634024)","3660 Hurontario Street, 7th Floor",Mississauga,L5B 3C4,Ontario,yes,http://www.cathcrosscultural.org/,,905-273-4140,no,yes,no,no,no,no,no,no,no,no,yes,no
157,Catholic Crosscultural Services,"(43.60612, -79.648795)","4557 Hurontario Street, Unit B11",Mississauga,L4Z 3x3,Ontario,yes,http://www.cathcrosscultural.org/,,905-272-1703,no,no,no,no,no,no,no,yes,no,no,no,no
158,Catholic Crosscultural Services,"(43.773905, -79.25419)","55 Town Centre Court, Suite 401",Toronto,M1P 4X4,Ontario,no,http://www.cathcrosscultural.org/,,416-290-1700,no,no,no,no,no,no,no,no,no,no,no,yes
159,Catholic Crosscultural Services,"(43.7196, -79.6854)","ACCES Brampton, 44 Peel Centre Dr., Suite 201",Brampton,L6T 4B5,Ontario,yes,http://www.cathcrosscultural.org/,,905-454-2316,no,yes,no,no,no,no,no,no,yes,no,no,no
160,Catholic Crosscultural Services,"(43.590338, -79.645729)","ACCES Mississauga, 151 City Centre Dr., Suite 600",Mississauga,L5B 1M8,Ontario,yes,http://www.cathcrosscultural.org/,,905-361-2522,no,yes,no,no,no,no,no,no,yes,no,no,no
161,Catholic Crosscultural Services,"(43.787138, -79.2833)","Agincourt District Library, 155 Bonis Avenue",Toronto,M1T 3W6,Ontario,no,http://www.cathcrosscultural.org/,,416-396-8943,no,yes,no,no,no,no,no,no,no,no,yes,no
162,Catholic Crosscultural Services,"(43.652961, -79.382624)","Albert Campbell Library, 496 Birchmount Rd",Toronto,M1K1N8,Ontario,no,http://www.cathcrosscultural.org/,,416-396-8911,no,yes,no,no,no,no,no,no,yes,no,no,no
163,Catholic Crosscultural Services,"(43.7686, -79.2389)","Cedarbrea Library, 545 Markham Rd",Toronto,M1H 2A2,Ontario,no,http://www.cathcrosscultural.org/,,416-396-8867,no,yes,no,no,no,no,no,no,yes,no,no,no
164,Catholic Crosscultural Services,"(43.7247, -79.2312)","Dr. Roz's Healing Place Shelter, 21 Brimley Road",Toronto,M1M 1H3,Ontario,no,http://www.cathcrosscultural.org/,,416-264-0823,no,yes,no,no,no,no,no,no,yes,no,no,no
165,Catholic Crosscultural Services,"(43.7678, -79.1866)",East Scarborough Storefront 4040 Lawrence Ave East,Toronto,M1E 2R5,Ontario,no,http://www.cathcrosscultural.org/,,416-208-4421,no,yes,no,no,no,no,no,no,yes,no,no,no
166,Catholic Crosscultural Services,"(43.8177, -79.2819)","Goldhawk Park Library, 295 Alton Tower",Toronto,M1V 4P1,Ontario,no,http://www.cathcrosscultural.org/,,416-396-8965,no,yes,no,no,no,no,no,no,yes,no,no,no
167,Catholic Crosscultural Services,"(43.7507, -79.3003)","Maryvale Library, 85 Ellesmere Rd, Unit 16",Toronto,M1R 4B9,Ontario,no,http://www.cathcrosscultural.org/,,416-396-8931,no,yes,no,no,no,no,no,no,yes,no,no,no
168,Catholic Crosscultural Services,"(43.685815, -79.759934)","Newcomer Information Centre Brampton East, 263 Queen St E Suite 14",Brampton,L6W 4K6,Ontario,yes,http://www.cathcrosscultural.org/,,905-595-0722,no,yes,no,no,no,no,no,no,yes,no,no,no
169,Catholic Crosscultural Services,"(43.6249, -79.7876)","Newcomer Information Centre Brampton South, 7700 Hurontario St Suite 100",Brampton,L6Y 4M3,Ontario,yes,http://www.cathcrosscultural.org/,,905-457-4747,no,yes,no,no,no,no,no,no,yes,no,no,no
170,Catholic Crosscultural Services,"(43.7139, -79.6434)","Newcomer Information Centre Malton, 7420 Airport Rd Unit 104",Mississauga,L4T 4E5,Ontario,yes,http://www.cathcrosscultural.org/,,905-677-0007,no,yes,no,no,no,no,no,no,yes,no,no,no
171,Catholic Crosscultural Services,"(43.590338, -79.645729)","Newcomer Information Centre, 50 Burhamthorpe Rd W Suite 300",Mississauga,L5B 3C2,Ontario,yes,http://www.cathcrosscultural.org/,,905-949-0049,no,yes,no,no,no,no,no,no,yes,no,no,no
172,Catholic Crosscultural Services,"(43.660861, -79.369145)","Ontario Early Years Centre (OEYC), 4218 Lawrence Ave E",Toronto,M1E 4X9,Ontario,no,http://www.cathcrosscultural.org/,,416-282-7284,no,yes,no,no,no,no,no,no,yes,no,no,no
173,Catholic Crosscultural Services,"(43.7196, -79.6854)",SCoP 60 West Drive,Brampton,L6T 3T6,Ontario,yes,http://www.cathcrosscultural.org/,,905-450-4650,no,yes,no,no,no,no,no,no,yes,no,no,no
174,Catholic Crosscultural Services,"(43.658371, -79.476279)","Woodside Square Library, 1571 Sandhurst Circle",Toronto,M1V 1V2,Ontario,no,http://www.cathcrosscultural.org/,,416-396-8980,no,yes,no,no,no,no,no,no,yes,no,no,no
175,Catholic Social Services Edmonton,"(53.570642, -113.467706)",8212 118 Avenue NW,Edmonton,T5B 0S3,Alberta,no,https://www.cssalberta.ca/,,780-424-3545,no,yes,yes,no,yes,no,yes,no,no,no,no,no
176,Catholic Social Services Lloydminster,"(53.279995, -110.00885)",6612 - 35 Street,Lloydminster,T9V 0H9,Alberta,no,http://www.catholicsocialservices.ab.ca,shauna.godin@cssalberta.ca,780-875-9084,no,yes,yes,no,no,no,no,no,yes,no,yes,no
177,Catholic Social Services Red Deer,"(52.230195, -113.813882)","5000 Gaetz Avenue, Suite 202",Red Deer,T4N 6C2,Alberta,no,https://www.cssalberta.ca/,,403-346-8818,no,yes,yes,no,yes,no,no,no,no,no,no,no
178,Central Alberta Immigrant Women's Association (CAIWA),"(52.264548, -113.812154)",#1-4910 45th Street,Red Deer,T4N 1K6,Alberta,no,http://www.caiwa.ca,,403-341-3553,no,yes,no,no,no,no,no,no,no,no,yes,yes
179,Central Alberta Refugee Effort (CARE) Committee,"(52.230195, -113.813882)","5000 Gaetz Avenue, Suite 202",Red Deer,T4N 6C2,Alberta,no,http://immigrant-centre.ca/,,403-346-8818 ext. 228,no,yes,no,no,no,no,yes,yes,yes,no,no,yes
180,Central Vancouver Island Multicultural Society,"(49.163759, -123.937972)","101, 319 Selby Street",Nanaimo,V9R 2R4,British Columbia,no,http://www.cvims.org,,250-753-6911,no,yes,no,yes,yes,no,yes,yes,no,no,yes,yes
181,Centre Communautaire Francophone Windsor-Essex-Kent,"(42.2884, -83.045307)",1775 Totten Street,Windsor,N9B 1X4,Ontario,no,http://CCFWEK.org,,519-948-5545,no,yes,yes,no,no,no,no,no,yes,no,yes,yes
182,Centre Communautaire Francophone Windsor-Essex-Kent,"(42.311286, -83.006952)",1799 Ottawa Street,Windsor,N8Y 1R4,Ontario,no,http://CCFWEK.org,,519-948-5545,no,yes,yes,no,no,no,no,no,yes,no,yes,yes
183,Centre Communautaire Francophone Windsor-Essex-Kent,"(42.30423, -83.029861)",2520 CabanaWest,Windsor,N8X 1E4,Ontario,no,http://CCFWEK.org,,519-948-5545,no,yes,yes,no,no,no,no,no,yes,no,yes,yes
184,Centre Communautaire Francophone Windsor-Essex-Kent,"(42.287077, -82.783779)",2716 route 42,St.Joachim,N0R 1S0,Ontario,no,http://CCFWEK.org,,519-948-5545,no,yes,yes,no,no,no,no,no,yes,no,yes,yes
185,Centre Communautaire Francophone Windsor-Essex-Kent,"(42.29546, -83.029181)",395 Tecumseh Road West,Windsor,N8X 1X4,Ontario,no,http://CCFWEK.org,,519-948-5545,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes
186,Centre Communautaire Francophone Windsor-Essex-Kent,"(42.307455, -82.959557)",5305 Tecumseh Road East,Windsor,N8T 1C5,Ontario,no,http://CCFWEK.org,,519-948-5545,no,yes,yes,no,no,no,no,no,yes,no,yes,yes
187,Centre Communautaire Francophone Windsor-Essex-Kent,"(42.324893, -82.959556)",6200 Edgar Street,Windsor,N8S 2A6,Ontario,no,http://CCFWEK.org,,519-948-5545,no,yes,yes,no,no,no,no,no,yes,no,yes,yes
188,Centre Communautaire Francophone Windsor-Essex-Kent,"(42.313215, -83.036367)",633 Ouellette Avenue,Windsor,N9E 1A5,Ontario,no,http://CCFWEK.org,,519-948-5545,no,yes,yes,no,no,no,no,no,yes,no,yes,yes
189,Centre Communautaire Francophone Windsor-Essex-Kent,"(42.320862, -83.005732)",890 Walker Road,Windsor,N8Y 2N5,Ontario,no,http://CCFWEK.org,,519-948-5545,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes
190,Centre communautaire régional de London,"(43.0123, -81.2307)","920, rue Huron",London,N5Y4K4,Ontario,no,,,519-673-1977,yes,yes,yes,no,yes,no,no,no,yes,yes,no,yes
191,Centre communautaire Sainte-Anne (CCSA),"(45.94004, -66.653512)",715 Priestman Street,Fredericton,E3B 5W7,New Brunswick,no,http://www.centre-sainte-anne.nb.ca/,info@ccsafredericton.ca,506-453-2731,no,yes,no,no,no,no,no,no,yes,no,no,no
192,Centre de Santé Communautaire du Grand Sudbury,"(46.493688, -80.998354)","19, Frood Road",Sudbury,P3C 4Y0,Ontario,no,http://www.santesudbury.ca,,705-670-2274,no,yes,yes,no,no,no,no,no,yes,no,no,no
193,Centre de santé communautaire Hamilton/Niagara,"(43.249079, -79.806745)",1320 Barton Street East,Hamilton,L8H 2W1,Ontario,no,http://www.cschn.ca/english/,,905-528-0163,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes
194,Centre de santé communautaire Hamilton/Niagara,"(42.993804, -79.232053)",810 Main Street East,Welland,L3B 3Y4,Ontario,no,http://www.cschn.ca/english/,,905-734-1141,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes
195,Centre for Addiction and Mental Health,"(43.643315, -79.419224)",100 Stokes Street,Toronto,M6J 1H4,Ontario,no,http://camh.ca,info@camh.ca,416-535-8501,no,no,no,no,no,no,no,no,yes,no,no,no
196,Centre For Addiction and Mental Health,"(43.643315, -79.419224)",100 Stokes Street 4th Floor,Toronto,M6J 1H4,Ontario,no,http://www.camh.ca,,416-535-8501,no,no,no,no,no,no,no,no,yes,no,no,no
197,Centre for Canadian Language Benchmarks,"(45.418963, -75.701953)",294 Albert Street  Suite 400,Ottawa,K1P6E6,Ontario,no,http://www.language.ca,cpepin@language.ca,613-230-7729,no,no,no,no,no,no,yes,no,no,no,no,no
198,Centre for Immigrant and Community Services,"(43.831563, -79.30754)",7220 Kennedy Road,Markham,L3R 7P2,Ontario,no,https://www.cicscanada.com/en/content/Locations/,info@cicscanada.com,416-292-7510,no,no,no,yes,no,yes,no,yes,no,yes,no,yes
199,Centre for Immigrant and Community Services ,"(43.809229, -79.269315)","1571 Sandhurst Circle, Unit 202",Toronto,M1V 1V2,Ontario,no,http://www.cicscanada.com/,,416-293-4565,no,yes,no,no,no,no,no,yes,yes,no,no,no
200,Centre for Immigrant and Community Services ,"(43.77561, -79.343037)",1761 Sheppard Avenue East,Toronto,M2J 0A5,Ontario,no,http://www.cicscanada.com/,,416-292-7510,no,yes,no,no,yes,no,no,no,yes,no,no,no
201,Centre for Immigrant and Community Services ,"(43.778389, -79.276013)",2330 Midland Avenue,Toronto,M1S 5G5,Ontario,no,http://www.cicscanada.com/,,416-292-7510,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes
202,Centre for Immigrant and Community Services ,"(43.798555, -79.318367)",2900 Warden Avenue,Toronto,M1W 2S8,Ontario,no,http://www.cicscanada.com/,,416-316-3803,no,yes,no,no,no,no,no,no,no,no,no,no
203,Centre for Immigrant and Community Services ,"(43.800652, -79.300631)","3850 Finch Avenue, Suite 403",Toronto,M1T 3T6,Ontario,no,http://www.cicscanada.com/,,416-293-4565,no,yes,no,no,no,no,no,no,yes,yes,no,no
204,Centre for Immigrant and Community Services ,"(43.783699, -79.287909)","4002 Sheppard Avenue East, Suite 501",Toronto,M1S 4R5,Ontario,no,http://www.cicscanada.com/,,416-299-8118,no,yes,no,no,yes,no,no,yes,no,no,no,no
205,Centre for Immigrant and Community Services ,"(43.868373, -79.283338)","5284 Highway 7 East, Unit 2",Markham,L3P 1B9,Ontario,no,http://www.cicscanada.com,,905-294-8868,no,yes,no,no,yes,no,no,no,no,no,yes,yes
206,Centre for Immigrant and Community Services ,"(43.831563, -79.30754)","7220 Kennedy Road, Unit 8",Markham,L3R 7P2,Ontario,no,http://www.cicscanada.com,,905-479-7926,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes
207,Centre for Immigrant and Community Services - Fairview Library,"(43.77911, -79.346782)",35 Fairview Mall Drive,Toronto,M2J 4S4,Ontario,no,http://www.cicscanada.com,info@cicscanada.com,416-292-7510,yes,yes,no,no,no,no,no,no,yes,no,no,no
208,Centre for Newcomers Society of Calgary,"(51.061371, -113.982104)","1010-999, 36 Street NE",Calgary,T2A 7X6,Alberta,no,http://www.centrefornewcomers.ca,,403-569-3325,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes
209,Centre for Newcomers Society of Calgary (formerly Calgary Mennonite Centre for Newcomers),"(51.061371, -113.982104)","1010-999, 36 Street NE",Calgary,T2A 7X6,Alberta,no,http://www.centrefornewcomers.ca,,403-569-3325,no,no,no,no,no,no,no,no,yes,no,no,no
210,Centre Francophone du Grand Toronto ,"(43.638116, -79.39252)",20 Lower Spadina,Toronto,M5V 2Z1,Ontario,no,http://www.centrefranco.org/,,416-203-1220,yes,yes,yes,no,yes,no,no,no,no,no,yes,no
